candidate,state,standardized_office_18,standardized_status_18,redistricting_role,amount_18_in_state,amount_18_out_of_state,amount_18_unknown,amount_18_total,pct_18_in_state,pct_18_out_of_state,pct_18_unknown,standardized_office_14,standardized_status_14,amount_14_in_state,amount_14_out_of_state,amount_14_unknown,amount_14_total,pct_14_in_state,pct_14_out_of_state,pct_14_unknown,standardized_office_10,standardized_status,amount_10_in_state,amount_10_out_of_state,amount_10_unknown,amount_10_total,pct_10_in_state,pct_10_out_of_state,pct_10_unknown
"EDGMON, BRYCE",AK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$22,597",$650,$0,"$23,247",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$3,750","$1,000",$0,"$4,750",79%,21%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$8,025",$500,$0,"$8,525",94%,6%,0%
"EDMING, JAMES W (JIMMY BOY)",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$12,530",$500,$0,"$13,030",96%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$17,044",$200,$40,"$17,284",99%,1%,0%,,,,,,,,,
"EDMISTON, PARKER",AL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$28,641",$0,$0,"$28,641",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EDMONDSON, WILLIAM ANDREW (DREW)",OK,GOVERNOR/LIEUTENANT GOVERNOR,ADVANCED TO GENERAL,Y,"$1,881,228","$137,728","-$1,350","$2,017,606",93%,7%,0%,,,,,,,,,,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,"$2,081,361","$222,033",$0,"$2,303,395",90%,10%,0%
"EDNEY, SAMUEL CRAFT",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$46,726",$500,$0,"$47,226",99%,1%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, ABU VINCENTE",PA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$5,119","$1,029",$0,"$6,148",83%,17%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, ALLEN RICHARD",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$2,567",$500,$0,"$3,067",84%,16%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, CHARLES MARION (CHUCK)",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$54,900","$1,500",$0,"$56,400",97%,3%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, GEORGE C",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$42,065","$9,000",$0,"$51,065",82%,18%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$33,820","$7,150",$0,"$40,970",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$21,584","$3,750",$0,"$25,334",85%,15%,0%
"EDWARDS, JAY",OH,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$350,022","$17,200",$0,"$367,222",95%,5%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, JONATHAN S",MA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$3,675","$3,650",$0,"$7,325",50%,50%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, LINDA STORY",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$9,305",$100,$0,"$9,405",99%,1%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, RAGIN",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$4,000",$0,$0,"$4,000",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, SAM",SC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,313",$528,$0,"$3,840",86%,14%,0%,,,,,,,,,,,,,,,,,,
"EDWARDS, SHELIA",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$14,066","$1,300",$0,"$15,366",92%,8%,0%,,,,,,,,,,,,,,,,,,
"EDWARDSON, ROBERT H (ROB)",AK,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$7,618",$200,$0,"$7,818",97%,3%,0%,,,,,,,,,,,,,,,,,,
"EFSTRATION, C P (CHUCK)",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$101,132","$26,000",$0,"$127,132",80%,20%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,200",$0,$0,"$4,200",100%,0%,0%,,,,,,,,,
"EGAN, LORI",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$10,108",$995,$0,"$11,104",91%,9%,0%,,,,,,,,,,,,,,,,,,
"EGGMAN, SUSAN TALAMANTES",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$408,881","$102,577",$0,"$511,458",80%,20%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$486,778","$155,973",$0,"$642,750",76%,24%,0%,,,,,,,,,
"EGLEY, ANN",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$3,791",$930,$0,"$4,721",80%,20%,0%,,,,,,,,,,,,,,,,,,
"EGOLF JR, BRIAN FRANKLIN",NM,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$88,899","$92,825","$3,275","$184,999",48%,50%,2%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$61,465","$6,970",$100,"$68,535",90%,10%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$73,920","$9,000",$0,"$82,920",89%,11%,0%
"EHLERS, JAMES",VT,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,N,"$32,241","$17,925","$8,904","$59,070",55%,30%,15%,,,,,,,,,,,,,,,,,,
"EHLERT, TRACY",IA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,$755,$401,$0,"$1,156",65%,35%,0%,,,,,,,,,,,,,,,,,,
"EHRHART, GINNY",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$92,900","$2,800",$0,"$95,700",97%,3%,0%,,,,,,,,,,,,,,,,,,
"EHRLICH, LORI A",MA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$20,029",$0,"$5,125","$25,154",80%,0%,20%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,400",$500,"$9,010","$16,910",44%,3%,53%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$19,199",$600,$0,"$19,799",97%,3%,0%
"EICHENLAUB, EDWARD H",PA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$2,084",$0,$0,"$2,084",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EICHENSTEIN, SIMCHA",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,$500,$0,"$200,830","$201,330",0%,0%,100%,,,,,,,,,,,,,,,,,,
"EIDENBERG, ALEXANDRA",IL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$83,117","$2,596",$0,"$85,713",97%,3%,0%,,,,,,,,,,,,,,,,,,
"EIDSON, WAYNE",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$16,621",$0,$0,"$16,621",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EINACH, JUDITH",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$5,325",$0,$0,"$5,325",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EISEN, GARY R",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$14,300",$0,$0,"$14,300",100%,0%,0%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,922",$0,$0,"$2,922",100%,0%,0%
"EK, ROGER W",ME,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$2,830",$300,$0,"$3,130",90%,10%,0%,,,,,,,,,,,,,,,,,,
"EKLUND JR, JOHN",WY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,300","$2,400",$0,"$3,700",35%,65%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$7,300","$4,300",$0,"$11,600",63%,37%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$3,089",$25,$0,"$3,114",99%,1%,0%
"EL BECHAIRY, CARIMA",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$31,415",$710,$0,"$32,125",98%,2%,0%,,,,,,,,,,,,,,,,,,
"EL-SAYED, ADBULRAHMAN M (ADBUL)",MI,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,Y,"$3,633,023","$2,490,696",$772,"$6,124,491",59%,41%,0%,,,,,,,,,,,,,,,,,,
"ELDER, BRIAN K",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$59,583","$6,620",$0,"$66,203",90%,10%,0%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$41,815","$2,750",$0,"$44,565",94%,6%,0%
"ELDER, CALEB",VT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,352","$1,000",$748,"$3,100",44%,32%,24%,,,,,,,,,,,,,,,,,,
"ELDRIDGE, JAMES B",MA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$133,092","$3,635",$0,"$136,726",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,500",$750,"$10,774","$30,024",62%,2%,36%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$119,829","$4,835",$0,"$124,664",96%,4%,0%
"ELDRIDGE, RICK",TN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$64,425","$1,000",$0,"$65,425",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ELFRETH, SARAH K.",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$160,177","$14,121",$0,"$174,298",92%,8%,0%,,,,,,,,,,,,,,,,,,
"ELI, STACELYNN KEHAULANI",HI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$8,826",$250,$0,"$9,076",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ELIA, JAMES",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$30,269",$650,$0,"$30,919",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ELKINS, GARY W",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$60,320","$12,750",$0,"$73,070",83%,17%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$28,652","$4,750",$0,"$33,402",86%,14%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$47,425","$6,000",$0,"$53,425",89%,11%,0%
"ELKINS, LARRY",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$10,450","$2,000",$0,"$12,450",84%,16%,0%,,,,,,,,,,,,,,,,,,
"ELLERBY, MITCHELL",SC,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,282",$0,$0,"$1,282",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ELLIN, DAVID CHARLES",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$145,202","$2,630",$0,"$147,832",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ELLINGTON, JEFF",IN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$21,566","$1,900","$1,450","$24,916",87%,8%,6%,,,,,,,,,,,,,,,,,,
"ELLIOTT, CHRIS",AL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$524,259","$7,775",$0,"$532,034",99%,1%,0%,,,,,,,,,,,,,,,,,,
"ELLIOTT, DANIEL B",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,658","$2,000",$0,"$8,658",77%,23%,0%,,,,,,,,,,,,,,,,,,
"ELLIOTT, DEAN",AR,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$43,004","$1,000",$0,"$44,004",98%,2%,0%,,,,,,,,,,,,,,,,,,
"ELLIOTT, JASON T",SC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$93,385","$9,452",$850,"$103,686",90%,9%,1%,,,,,,,,,,,,,,,,,,
"ELLIOTT, JOSHUA",CT,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$5,845",$0,$0,"$5,845",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ELLIOTT, JOYCE",AR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$11,613","$7,250",$0,"$18,863",62%,38%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$37,580","$6,650",$200,"$44,430",85%,15%,0%,,,,,,,,,
"ELLIOTT, RODNEY M",MA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$30,934","$1,400",$0,"$32,334",96%,4%,0%,,,,,,,,,,,,,,,,,,
"ELLIS, ARTHUR",MD,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$64,232","$7,030",$0,"$71,262",90%,10%,0%,,,,,,,,,,,,,,,,,,
"ELLIS, BETH",OH,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$148,887",$600,$350,"$149,837",99%,0%,0%,,,,,,,,,,,,,,,,,,
"ELLIS, BRIAN L",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$72,099","$15,575",$0,"$87,674",82%,18%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$79,520","$27,500",$0,"$107,020",74%,26%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$44,547","$19,150",$0,"$63,697",70%,30%,0%
"ELLIS, CORLEY",AL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$30,717","$4,500",$0,"$35,217",87%,13%,0%,,,,,,,,,,,,,,,,,,
"ELLIS, RONALD",KS,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$2,850",$100,$100,"$3,050",93%,3%,3%,,,,,,,,,,,,,,,,,,
"ELLISON, JIM",MI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$39,335","$2,840",$0,"$42,175",93%,7%,0%,,,,,,,,,,,,,,,,,,
"ELLISON, MICHEAL D",OR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,273","$11,150",$65,"$38,487",71%,29%,0%,,,,,,,,,,,,,,,,,,
"ELLMAN, LAURA",IL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,334","$5,750",$0,"$33,084",83%,17%,0%,,,,,,,,,,,,,,,,,,
"ELLSWORTH, EMILY",UT,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$1,942","$1,116",$0,"$3,058",64%,36%,0%,,,,,,,,,,,,,,,,,,
"ELLSWORTH, LAURA",PA,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,Y,"$1,000,173","$188,050",$0,"$1,188,223",84%,16%,0%,,,,,,,,,,,,,,,,,,
"ELMORE, JEFFREY CARTER",NC,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$14,600",$500,$0,"$15,100",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$28,075","$1,750",$0,"$29,825",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,"$7,355","$2,350",$0,"$9,705",76%,24%,0%
"ELSWICK, SHANNON",FL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$84,016","$3,800","$17,656","$105,472",80%,4%,17%,,,,,,,,,,,,,,,,,,
"ELUGARDO, NIKA",MA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$108,195","$7,316",$140,"$115,651",94%,6%,0%,,,,,,,,,,,,,,,,,,
"ELY, DAYMON B",NM,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$130,062","$6,010",$0,"$136,072",96%,4%,0%,,,,,,,,,,,,,,,,,,
"EMBRY JR, C B",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$42,185","$11,300",$460,"$53,945",78%,21%,1%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$100,633","$9,600",$340,"$110,573",91%,9%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,350","$1,250",$0,"$17,600",93%,7%,0%
"EMBRY, PENNIE",OK,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$10,705","$2,350",$0,"$13,055",82%,18%,0%,,,,,,,,,,,,,,,,,,
"EMERICH, FRED",WY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$11,350","$4,100",$0,"$15,450",73%,27%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$17,410","$6,000",$0,"$23,410",74%,26%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,050",$200,$0,"$4,250",95%,5%,0%
"EMERSON, JAMES P",ME,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$3,276",$200,$0,"$3,476",94%,6%,0%,,,,,,,,,,,,,,,,,,
"EMERSON, JODENE KAY",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$16,051","$2,751",$0,"$18,802",85%,15%,0%,,,,,,,,,,,,,,,,,,
"EMMONS, MARTHA B",KY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$25,157","$2,123",$0,"$27,280",92%,8%,0%,,,,,,,,,,,,,,,,,,
"EMRICK, JOSEPH T",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$40,906","$2,700",$0,"$43,606",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$59,405","$2,800",$130,"$62,335",95%,4%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$203,438","$10,815",$100,"$214,353",95%,5%,0%
"ENG, MIKE",CA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$1,608,349","$33,250",$250,"$1,641,849",98%,2%,0%,,,,,,,,,,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$512,705","$57,290",$130,"$570,125",90%,10%,0%
"ENGLAND, CHRISTOPHER JOHN",AL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,500","$1,750",$0,"$29,250",94%,6%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$44,000","$1,200",$0,"$45,200",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$41,725","$2,250",$0,"$43,975",95%,5%,0%
"ENGLAND, TERRY LAMAR",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$99,560","$51,944",$0,"$151,504",66%,34%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$95,588","$42,200",$0,"$137,788",69%,31%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$18,750","$5,000",$0,"$23,750",79%,21%,0%
"ENGLEBRIGHT, STEVEN",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$39,768",$550,"$4,246","$44,564",89%,1%,10%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$20,510",$975,$0,"$21,485",95%,5%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$28,300",$0,$0,"$28,300",100%,0%,0%
"ENGLEMAN, KAREN",IN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$7,366",$300,$0,"$7,666",96%,4%,0%,,,,,,,,,,,,,,,,,,
"ENGLISH JR, RUSS",MD,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$2,078",$0,$0,"$2,078",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ENGLISH, CORY JANE",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$8,212",$275,$0,"$8,487",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ENGLISH, HAROLD A",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$47,000","$1,700",$0,"$48,700",97%,3%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$4,550",$0,$0,"$4,550",100%,0%,0%,,,,,,,,,
"ENGLISH, J KALANI",HI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$156,196","$27,330","$6,600","$190,126",82%,14%,3%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$55,728","$10,552",$0,"$66,280",84%,16%,0%,,,,,,,,,
"ENGLISH, JOHN-BULL",HI,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$1,110",$250,$0,"$1,360",82%,18%,0%,,,,,,,,,,,,,,,,,,
"ENNEKING, KAYSER",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$457,055","$35,228","$120,132","$612,416",75%,6%,20%,,,,,,,,,,,,,,,,,,
"ENNIS, TREY",GA,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$2,600",$0,$0,"$2,600",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ENRIQUEZ, JAVIER",FL,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$44,285","$1,325",$0,"$45,610",97%,3%,0%,,,,,,,,,,,,,,,,,,
"ENTENMAN, DEBRA",WA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$49,509",$235,$0,"$49,744",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EPLEE, JOHN R",KS,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$13,100","$7,050",$250,"$20,400",64%,35%,1%,,,,,,,,,,,,,,,,,,
"EPPERSON, SUSI",AR,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$6,120",$0,$0,"$6,120",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EPSTEIN, ERIC J",PA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$55,081",$0,$0,"$55,081",100%,0%,0%,,,,,,,,,,,,,,,,,,
"EPSTEIN, HARVEY",NY,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$127,185","$9,657","$18,517","$155,359",82%,6%,12%,,,,,,,,,,,,,,,,,,
"ERHART, WENDY",IL,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,Y,"$58,259","$11,321",$0,"$69,580",84%,16%,0%,,,,,,,,,,,,,,,,,,
"ERICKSEN, DOUGLAS J (DOUG)",WA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$52,950","$29,745",$0,"$82,695",64%,36%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$154,267","$39,100",$75,"$193,442",80%,20%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$69,434","$13,275",$0,"$82,709",84%,16%,0%
"ERICKSON, SONDRA",MN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$2,900",$0,$0,"$2,900",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$3,050",$0,$0,"$3,050",100%,0%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$2,050",$0,$0,"$2,050",100%,0%,0%
"ERPELDING, MAT",ID,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$30,091","$6,525",$0,"$36,616",82%,18%,0%,,,,,,,,,,,,,,,,,,
"ERPENBACH, JON",WI,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$78,040","$9,150","$3,868","$91,058",86%,10%,4%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$53,617","$12,738",$0,"$66,355",81%,19%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$86,576","$1,525",$0,"$88,101",98%,2%,0%
"ERRIGO, JOSEPH",NY,STATE HOUSE/ASSEMBLY/SENATE,DID NOT ADVANCE,N,"$10,655",$0,$400,"$11,055",96%,0%,4%,,,,,,,,,,,,,,,,,,
"ERRINGTON, SUE E",IN,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$7,982","$3,082",$0,"$11,064",72%,28%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$16,287","$1,165",$0,"$17,452",93%,7%,0%,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,"$51,608","$4,318",$0,"$55,926",92%,8%,0%
"ERTEL, STEPHANIE LOCHTE",TX,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$13,482",$60,$0,"$13,542",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ERVIN, VALERIE & JOHNSON, MARISOL",MD,GOVERNOR/LIEUTENANT GOVERNOR,DID NOT ADVANCE,Y,"$10,600","$6,000","$116,481","$133,081",8%,5%,88%,,,,,,,,,,,,,,,,,,
"ERWIN, ARTHUR",CO,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$2,870",$0,$0,"$2,870",100%,0%,0%,,,,,,,,,,,,,,,,,,
"ERWIN, CHRIS",GA,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,N,"$55,360","$5,200",$0,"$60,560",91%,9%,0%,,,,,,,,,,,,,,,,,,
"ESAU, JENNIFER",OK,STATE HOUSE/ASSEMBLY/SENATE,ADVANCED TO GENERAL,Y,"$27,056","$2,700",$0,"$29,756",91%,9%,0%,,,,,,,,,,,,,,,,,,
